k,tau,f(u),f(v),"q(u,v)",||x-y||
0.0,1.0,59.54563885712698,79.43740100698514,59.71904288605915,0.0
0.0,1.0,58.65204490039235,85.35238660581358,58.85773894945068,0.0
0.0,1.0,58.34419854115667,93.41541293163837,58.57721055924875,0.0
0.0,1.0,58.16993135961752,101.11741471416136,58.42968277358055,0.0
0.0,1.0,58.06064437872371,83.40623264734556,58.33026168711807,0.0
0.0,1.0,57.96496794825861,87.26545054761031,58.226600174219975,0.0
0.0,1.0,57.89691418378459,90.08562402940944,58.17138548084548,0.0
0.0,1.0,57.8518973629004,92.17518937195943,58.13794823959979,0.0
0.0,1.0,57.82151328185245,92.50604171616928,58.11191060455597,0.0
0.0,1.0,57.76269376327366,90.90967301937975,58.04259269834178,0.0
0.0,1.0,57.723123464679105,90.56561307076278,58.00220812558613,0.0
0.0,1.0,57.69503074431463,90.09002934742477,57.973683879578495,0.0
0.0,1.0,57.674750514294345,89.56571336633164,57.95309143533159,0.0
0.0,1.0,57.66000891510276,89.07037645157013,57.93812441257082,0.0
0.0,1.0,57.6492561715183,88.63252759626616,57.92722122537224,0.0
0.0,1.0,57.64139785836027,88.25687101303413,57.91927218755154,0.0
0.0,1.0,57.63564769709477,87.93889895448731,57.91347526595966,0.0
0.0,1.0,57.63143604864907,87.67128585934823,57.909247361451335,0.0
0.0,1.0,57.62834851378826,87.4464673106248,57.906163673404414,0.0
0.0,1.0,57.626082980517175,87.25757887241771,57.90391449909751,0.0
0.0,1.0,57.62441893465782,87.09871274393265,57.90227398777897,0.0
0.0,1.0,57.62319530045186,86.96490481497713,57.90107742055706,0.0
0.0,1.0,57.62229435508912,86.85202779807216,57.90020465833913,0.0
0.0,1.0,57.62163002016382,86.75666325072942,57.8995680749043,0.0
0.0,1.0,57.62113932658796,86.67598069186909,57.89910375738953,0.0
0.0,1.0,57.62077618777809,86.60763294152471,57.89876508873199,0.0
0.0,1.0,57.620506854668825,86.5496689770017,57.89851806704979,0.0
0.0,1.0,57.62030659724667,86.50046267551554,57.89833789176226,0.0
0.0,1.0,57.62015728101838,86.45865498483298,57.89820647358988,0.0
0.0,1.0,57.62004559667059,86.42310707716058,57.89811061839501,0.0
0.0,1.0,57.61996176657388,86.39286234969678,57.8980407025026,0.0
0.0,1.0,57.619898599449726,86.36711550723264,57.89798970649599,0.0
0.0,1.0,57.61985079928331,86.34518730868272,57.89795251047873,0.0
0.0,1.0,57.61981445992888,86.32650385245073,57.897925380046246,0.0
0.0,1.0,57.61978669536272,86.31057951244031,57.897905591358445,0.0
0.0,1.0,57.619765369048295,86.29700282374202,57.89789115767162,0.0
0.0,1.0,57.61974889573591,86.28542476342977,57.897880629873214,0.0
0.0,1.0,57.61973609621631,86.27554898591676,57.89787295099382,0.0
1.0,1.1,57.62624211302765,85.99963735796047,57.92535754913895,0.7458375892612461
1.0,1.1,57.626478982420565,85.94745083183378,57.92535131688985,0.7458375892612461
2.0,1.2100000000000002,57.63400109085159,85.65536120320148,57.9548565449244,0.7371595787138759
2.0,1.2100000000000002,57.63430499197173,85.59957829420236,57.954850431845955,0.7371595787138759
3.0,1.3310000000000004,57.64292673290596,85.29901117001693,57.986466086328655,0.72789228141657
3.0,1.3310000000000004,57.64329730773838,85.24131270249448,57.98645901959802,0.72789228141657
4.0,1.4641000000000006,57.653137905878715,84.93198388563192,58.02027229023767,0.718084219605017
