k,tau,f(u),f(v),"q(u,v)",||x-y||,currentMin
0.0,1.0,57.12376911277801,63.543056374729275,57.13131454545105,0.0,77.76275809946662
0.0,1.0,51.66678244343865,55.68751714370677,51.68059094589997,0.0,63.543056374729275
0.0,1.0,49.10106305810564,58.06768946769057,49.122312479567896,0.0,55.68751714370677
0.0,1.0,46.360863819113064,53.63149909282714,46.38944009366267,0.0,55.68751714370677
0.0,1.0,44.681406093590056,55.039589765640045,44.71994513255143,0.0,53.63149909282714
0.0,1.0,42.97887307740643,52.44869037368687,43.025151424325855,0.0,53.63149909282714
0.0,1.0,42.326673894194016,61.988631732638225,42.3909431860544,0.0,52.44869037368687
0.0,1.0,39.1977705617615,53.40075178597198,39.27494323917174,0.0,52.44869037368687
0.0,1.0,38.96103782598169,57.49944522572673,39.04152870710116,0.0,52.44869037368687
0.0,1.0,37.135882904386506,51.92180910055998,37.22699352004974,0.0,52.44869037368687
0.0,1.0,36.602115583027626,58.21407991085238,36.69965518258194,0.0,51.92180910055998
0.0,1.0,35.47576211759721,50.59565737510934,35.582460214890965,0.0,51.92180910055998
0.0,1.0,34.847318588030305,54.90508560337719,34.95949258135039,0.0,50.59565737510934
0.0,1.0,34.1084865080079,51.53597578551984,34.22864603632969,0.0,50.59565737510934
0.0,1.0,33.85323886489377,56.00457182298217,33.985657553209386,0.0,50.59565737510934
0.0,1.0,32.44156448845709,51.01868972691028,32.58294674301476,0.0,50.59565737510934
0.0,1.0,32.311671141439774,53.30805249085063,32.456014816245386,0.0,50.59565737510934
0.0,1.0,31.47670554893918,49.93263741767424,31.62822735031358,0.0,50.59565737510934
0.0,1.0,31.20213005592973,51.242249860743556,31.35790232101378,0.0,49.93263741767424
0.0,1.0,30.677298930890032,48.928719781480055,30.839002816564754,0.0,49.93263741767424
0.0,1.0,30.355003055133267,49.6217808383289,30.52176067482407,0.0,48.928719781480055
0.0,1.0,30.33566062603137,46.64586101905809,30.5127684594045,0.0,48.928719781480055
0.0,1.0,29.677449919256247,48.32374315208659,29.854793457327034,0.0,46.64586101905809
0.0,1.0,29.52133098942943,46.19060932614212,29.707681091342675,0.0,46.64586101905809
0.0,1.0,29.11693948635775,47.264832798957855,29.30450178341049,0.0,46.19060932614212
0.0,1.0,28.90866213475158,45.716341032205264,29.104280170456498,0.0,46.19060932614212
0.0,1.0,28.642380794997223,67.71844515702773,28.837707840057075,0.0,45.716341032205264
0.0,1.0,28.560101743194707,63.55220424033237,28.77105471156919,0.0,45.716341032205264
0.0,1.0,28.047470979719492,65.59963437725955,28.253371298182188,0.0,45.716341032205264
0.0,1.0,27.993036251969556,62.7439379854477,28.208729827320635,0.0,45.716341032205264
0.0,1.0,27.688575596749786,64.08110386736368,27.901307988103596,0.0,45.716341032205264
0.0,1.0,27.57866887247559,61.87251984321023,27.799347960230985,0.0,45.716341032205264
0.0,1.0,27.38555932093263,62.71594114733375,27.604703277790666,0.0,45.716341032205264
0.0,1.0,27.256633218307115,60.97481037596387,27.482392303708295,0.0,45.716341032205264
0.0,1.0,27.248742298148045,61.986978958521576,27.473562447306048,0.0,45.716341032205264
0.0,1.0,26.99418117710198,60.075688936260406,27.22501776215337,0.0,45.716341032205264
0.0,1.0,26.93206494282174,60.61384103508303,27.163196643659443,0.0,45.716341032205264
0.0,1.0,26.77298329471131,59.19154500406273,27.008832498833893,0.0,45.716341032205264
0.0,1.0,26.689161562136178,59.408140217030365,26.926141206748976,0.0,45.716341032205264
0.0,1.0,26.582316752870668,58.33281400228017,26.823074047306292,0.0,45.716341032205264
0.0,1.0,26.54521042209697,58.33764011554595,26.78952527577775,0.0,45.716341032205264
0.0,1.0,26.337160936051987,56.696089438839806,26.5867262425707,0.0,45.716341032205264
0.0,1.0,26.31461865947915,57.22510410816429,26.564369212923676,0.0,45.716341032205264
0.0,1.0,26.188822764461406,56.007234385728054,26.442688312964737,0.0,45.716341032205264
0.0,1.0,26.142901763520683,56.249894601571214,26.39768981947512,0.0,45.716341032205264
0.0,1.0,26.061406667899632,55.3324464524359,26.319487689186584,0.0,45.716341032205264
0.0,1.0,26.006832263054633,55.38151621117879,26.266326696369667,0.0,45.716341032205264
0.0,1.0,25.99203782493734,53.98874886110889,26.25697385740259,0.0,45.716341032205264
0.0,1.0,25.893847726653462,54.59811394819667,26.157768786273877,0.0,45.716341032205264
0.0,1.0,25.859351581041068,53.5072536539727,26.127818935289955,0.0,45.716341032205264
0.0,1.0,25.796945048930326,53.88382114579852,26.06505221288475,0.0,45.716341032205264
0.0,1.0,25.755023399546104,53.01163481076031,26.027021838022122,0.0,45.716341032205264
0.0,1.0,25.753409528504108,53.44434276813013,26.025643987149696,0.0,45.716341032205264
0.0,1.0,25.668675906164935,52.51440722163892,25.94416397287196,0.0,45.716341032205264
0.0,1.0,25.648065151639884,52.72392487120834,25.92436069128745,0.0,45.716341032205264
0.0,1.0,25.594607749316197,52.023942369902215,25.87351775161511,0.0,45.716341032205264
0.0,1.0,25.565973302894463,52.08174088130943,25.846071777998738,0.0,45.716341032205264
0.0,1.0,25.5295628222527,51.545687116794994,25.81181081947429,0.0,45.716341032205264
0.0,1.0,25.513810824678956,51.45827966583775,25.799002098139294,0.0,45.716341032205264
0.0,1.0,25.44338116970306,50.64965558960387,25.731438117239367,0.0,45.716341032205264
0.0,1.0,25.433805830910728,50.861373156511064,25.722527999200754,0.0,45.716341032205264
0.0,1.0,25.39051827359384,50.25450125119818,25.681541759838648,0.0,45.716341032205264
0.0,1.0,25.37283119097046,50.33039457386536,25.66486212100968,0.0,45.716341032205264
0.0,1.0,25.344161966932177,49.86729787903491,25.638083736265138,0.0,45.716341032205264
0.0,1.0,25.323332184118925,49.8513828156178,25.618484774285097,0.0,45.716341032205264
0.0,1.0,25.31486266670248,49.13639257381013,25.613213395490153,0.0,45.716341032205264
0.0,1.0,25.281252816641995,49.41427090927772,25.57936668153939,0.0,45.716341032205264
0.0,1.0,25.266311423836015,48.84595615052751,25.56717339956507,0.0,45.716341032205264
0.0,1.0,25.24435497830791,49.011709016314285,25.54529018208997,0.0,45.716341032205264
0.0,1.0,25.226997104912698,48.55018092309368,25.53034653478613,0.0,45.716341032205264
0.0,1.0,25.223511317611894,48.72680924546788,25.527451187554178,0.0,45.716341032205264
0.0,1.0,25.19355807596213,48.25516375837705,25.4993531065669,0.0,45.716341032205264
0.0,1.0,25.183696460742397,48.324628054329594,25.490352554104074,0.0,45.716341032205264
0.0,1.0,25.16416208384541,47.96497896873265,25.47234952917477,0.0,45.716341032205264
0.0,1.0,25.151598724088615,47.961647718213726,25.460824355008015,0.0,45.716341032205264
0.0,1.0,25.147627913412805,47.40658423096659,25.45945434512058,0.0,45.716341032205264
0.0,1.0,25.124353927546395,47.63019062085945,25.436023346304918,0.0,45.716341032205264
0.0,1.0,25.115393095675813,47.18959460335839,25.42930811388396,0.0,45.716341032205264
0.0,1.0,25.10040660130136,47.324660897569345,25.41441005519002,0.0,45.716341032205264
0.0,1.0,25.089432986498792,46.967378251814836,25.40541818024219,0.0,45.716341032205264
0.0,1.0,25.088489366614823,47.11482525442969,25.40500184192528,0.0,45.716341032205264
0.0,1.0,25.067364168128165,46.744794888324236,25.385386942230127,0.0,45.716341032205264
0.0,1.0,25.06155059626616,46.80708542351965,25.380316677844604,0.0,45.716341032205264
0.0,1.0,25.047905417911693,46.52511837558055,25.367924211495776,0.0,45.716341032205264
0.0,1.0,25.039922777222557,46.52930179890862,25.360826660590465,0.0,45.716341032205264
0.0,1.0,25.03034673059949,46.31050188021794,25.3523145482141,0.0,45.716341032205264
0.0,1.0,25.023884248868683,46.24075444604949,25.347822646177022,0.0,45.716341032205264
0.0,1.0,25.005939492940172,45.913668273037786,25.331230599740735,0.0,45.716341032205264
0.0,1.0,25.002269195094073,45.98097395206878,25.328207254436258,0.0,45.716341032205264
0.0,1.0,24.990869185824465,45.73253752297427,25.31792886410435,0.0,45.716341032205264
0.0,1.0,24.985127244526154,45.747015590067406,25.31296419252682,0.0,45.716341032205264
0.0,1.0,24.97726119873039,45.5549811578168,25.306050500315536,0.0,45.716341032205264
0.0,1.0,24.97387491228352,45.51242581725933,25.30440269199728,0.0,45.5549811578168
0.0,1.0,24.95849400801916,45.22186022655333,25.290238826791487,0.0,45.51242581725933
0.0,1.0,24.956244891136606,45.29209967065361,25.288556058536322,0.0,45.22186022655333
0.0,1.0,24.946608069345928,45.072091642795016,25.279928070352266,0.0,45.22186022655333
0.0,1.0,24.9424237516061,45.09417740654777,25.276430149602042,0.0,45.072091642795016
0.0,1.0,24.93587106584323,44.924761529933306,25.270733872198225,0.0,45.072091642795016
0.0,1.0,24.930849279718274,44.91403243242186,25.26647573780982,0.0,44.924761529933306
0.0,1.0,24.928051162838955,44.649261191193375,25.265169581038062,0.0,44.91403243242186
0.0,1.0,24.920695090969787,44.74831063471163,25.257876287132685,0.0,44.649261191193375
0.0,1.0,24.916496106494662,44.53598403747213,25.25500025467945,0.0,44.649261191193375
0.0,1.0,24.911515279663888,44.59455400381816,25.250193419418206,0.0,44.53598403747213
0.0,1.0,24.906775077139912,44.42057380421045,25.246649007599956,0.0,44.53598403747213
0.0,1.0,24.905228745939098,44.48138277368707,25.245606780166035,0.0,44.42057380421045
