k,tau,f(u),f(v),"q(u,v)",||x-y||
0.0,1.0,59.54563885712698,148.32346550421892,60.159015847842674,0.0
0.0,1.0,58.91318558960041,212.92996803960176,59.70764252371792,0.0
0.0,1.0,58.78942454414455,249.60211001116744,59.663472484856236,0.0
0.0,1.0,58.74548034974872,268.46665143871894,59.65597682230103,0.0
0.0,1.0,58.726527441520645,277.8160847119459,59.65438011325252,0.0
0.0,1.0,58.717794555243,282.3760755952911,59.654018390598715,0.0
0.0,1.0,58.71366436670342,284.58404176798734,59.65393514876924,0.0
0.0,1.0,58.71169000028752,285.64956609167655,59.65391590918777,0.0
0.0,1.0,58.7107421034074,286.16296959947965,59.65391145644854,0.0
1.0,1.1,58.76155434033973,277.88163587578686,59.74539501479121,1.3734404632463293
1.0,1.1,58.76914394913532,274.32207522885665,59.745155967765136,1.3734404632463293
1.0,1.1,58.77255721471049,272.6451243741167,59.74510058436371,1.3734404632463293
1.0,1.1,58.77417989686152,271.8313790134108,59.745087291831254,1.3734404632463293
1.0,1.1,58.77496683577935,271.4328181704932,59.74508407908692,1.3734404632463293
2.0,1.2100000000000002,58.827733474914666,263.49525717279596,59.83908973046255,1.3280999711190762
2.0,1.2100000000000002,58.83559937507132,260.0434459470022,59.838821827342784,1.3280999711190762
2.0,1.2100000000000002,58.839180089307874,258.3910494893095,59.83875730129664,1.3280999711190762
2.0,1.2100000000000002,58.84091008638099,257.5737687706066,59.83874115780732,1.3280999711190762
2.0,1.2100000000000002,58.8417648392983,257.1652071787622,59.83873708676965,1.3280999711190762
3.0,1.3310000000000004,58.895698532390924,249.94487847477794,59.93537304349801,1.2837009045526662
3.0,1.3310000000000004,58.90344768303636,246.78921992188822,59.93510525023697,1.2837009045526662
3.0,1.3310000000000004,58.90699146058654,245.2592759074216,59.93503873869456,1.2837009045526662
3.0,1.3310000000000004,58.908723820048394,244.4893418333594,59.93502145390169,1.2837009045526662
3.0,1.3310000000000004,58.90959339788441,244.09698221462563,59.935016916800755,1.2837009045526662
4.0,1.4641000000000006,58.96468437071259,237.5453538185431,60.03444672780694,1.2413024345053318
4.0,1.4641000000000006,58.97229145987405,234.67316053613627,60.034181295267075,1.2413024345053318
4.0,1.4641000000000006,58.97577775477254,233.26569820200004,60.03411356902152,1.2413024345053318
4.0,1.4641000000000006,58.97749815066855,232.54612642427176,60.03409533418667,1.2413024345053318
4.0,1.4641000000000006,58.978373843500506,232.17276363309384,60.03409036228732,1.2413024345053318
5.0,1.6105100000000008,59.034642308162326,226.2315542506251,60.136498109939886,1.2008901593256303
5.0,1.6105100000000008,59.042098494646694,223.62325349162063,60.13623622725192,1.2008901593256303
5.0,1.6105100000000008,59.045515898821535,222.33396775672782,60.136167833589376,1.2008901593256303
5.0,1.6105100000000008,59.047214455379205,221.66535267990332,60.136148804995926,1.2008901593256303
5.0,1.6105100000000008,59.04808947875509,221.31253935152742,60.13614342653581,1.2008901593256303
6.0,1.771561000000001,59.10556383018923,215.92542554508128,60.24173268869475,1.1624077570420326
6.0,1.771561000000001,59.11286650791385,213.56045553362065,60.24147523421043,1.1624077570420326
6.0,1.771561000000001,59.116207854510336,212.3836224225529,60.2414066694955,1.1624077570420326
6.0,1.771561000000001,59.11787691028958,211.76554079963304,60.2413870099847,1.1624077570420326
6.0,1.771561000000001,59.11874540061058,211.43424864848336,60.24138126107353,1.1624077570420326
7.0,1.9487171000000014,59.17746059328273,206.5477822819515,60.350374997614324,1.1257874365747957
7.0,1.9487171000000014,59.18461268244802,204.40532179083195,60.35012254327639,1.1257874365747957
7.0,1.9487171000000014,59.18787491869851,203.33420754762074,60.35005423680293,1.1257874365747957
7.0,1.9487171000000014,59.1895091861529,202.76539870940258,60.3500341086538,1.1257874365747957
7.0,1.9487171000000014,59.190366411251766,202.4560795450074,60.35002803154199,1.1257874365747957
8.0,2.1435888100000016,59.25036294228249,198.02012407189937,60.46266857815242,1.0909535048319003
8.0,2.1435888100000016,59.25737234918134,196.0795812514281,60.46242138137242,1.0909535048319003
8.0,2.1435888100000016,59.26055640925502,195.1067550012523,60.462353675464136,1.0909535048319003
8.0,2.1435888100000016,59.262153108731425,194.58527025646723,60.4623332310936,1.0909535048319003
8.0,2.1435888100000016,59.26299566874323,194.29791080902382,60.46232687142541,1.0909535048319003
9.0,2.357947691000002,59.32431864409695,190.26591525873243,60.57887606397955,1.0578249924888827
9.0,2.357947691000002,59.33119763507213,188.50732065349706,60.5786340704271,1.0578249924888827
9.0,2.357947691000002,59.33430817851357,187.6249349739888,60.578567203910566,1.0578249924888827
9.0,2.357947691000002,59.33586706609989,187.14828544897756,60.57854657640928,1.0578249924888827
9.0,2.357947691000002,59.33669303528339,186.88247007301925,60.57853997996269,1.0578249924888827
10.0,2.5937424601000023,59.39939139787948,183.21161040986243,60.69927945099219,1.0263180127247493
10.0,2.5937424601000023,59.406155921827036,181.6159213154459,60.69904230790632,1.0263180127247493
10.0,2.5937424601000023,59.409200959795285,180.81595708297363,60.69897640384549,1.0263180127247493
10.0,2.5937424601000023,59.41072425184309,180.38125475121643,60.69895569779395,1.0263180127247493
10.0,2.5937424601000023,59.41153325484378,180.1362321641488,60.69894890680476,1.0263180127247493
11.0,2.853116706110003,59.47565928679329,176.78744152509728,60.82418058274535,0.9963477960231569
11.0,2.853116706110003,59.48232829064547,175.3367638599028,60.82394766085495,0.9963477960231569
11.0,2.853116706110003,59.48531873406712,174.61123641575327,60.82388271891217,0.9963477960231569
11.0,2.853116706110003,59.486810941173275,174.21532352493645,60.823862001838414,0.9963477960231569
11.0,2.853116706110003,59.48760416307146,173.99007376064873,60.823855050991476,0.9963477960231569
12.0,3.1384283767210035,59.55321338555746,170.92798275914703,60.953901860703695,0.9678303409095619
12.0,3.1384283767210035,59.55980816387257,169.6057190808731,60.95367228226459,0.9678303409095619
12.0,3.1384283767210035,59.56275733162882,168.946845303826,60.95360817569516,0.9678303409095619
12.0,3.1384283767210035,59.56422502144291,168.58640902400285,60.953587470490916,0.9678303409095619
12.0,3.1384283767210035,59.56500515582108,168.37970755326148,60.95358038266197,0.9678303409095619
13.0,3.4522712143931042,59.63215675601219,165.57251484252873,61.08878716575727,0.9406836449951224
13.0,3.4522712143931042,59.63870036851081,164.36344871559882,61.08855983588827,0.9406836449951224
13.0,3.4522712143931042,59.64162349411411,163.7637766745424,61.08849631279466,0.9406836449951224
13.0,3.4522712143931042,59.64307500732227,163.43544730175202,61.08847559133589,0.9406836449951224
13.0,3.4522712143931042,59.6438461514641,163.2459241069128,61.08846837317199,0.9406836449951224
14.0,3.797498335832415,59.712604065042285,160.66521567581844,61.22920295198236,0.9148285083061758
14.0,3.797498335832415,59.719120845754084,159.5555432542193,61.22897659042049,0.9148285083061758
14.0,3.797498335832415,59.72203461763919,159.0080476321986,61.22891327851652,0.9148285083061758
14.0,3.797498335832415,59.72347976426002,158.70847996244717,61.22889245662887,0.9148285083061758
14.0,3.797498335832415,59.72424727497937,158.5346721561022,61.228885094054455,0.9148285083061758
15.0,4.177248169415656,59.79468204374736,156.15520562814788,61.375539447046926,0.8901889284566574
15.0,4.177248169415656,59.80119721354694,155.1325252130376,61.37531261765219,0.8901889284566574
15.0,4.177248169415656,59.8041193773983,154.63067265968087,61.37524903145595,0.8901889284566574
15.0,4.177248169415656,59.80556914061168,154.3566111524454,61.375227965220404,0.8901889284566574
15.0,4.177248169415656,59.806339467496954,154.1970084418931,61.375220418944686,0.8901889284566574
16.0,4.594972986357222,59.878530972952014,151.9964761955452,61.52821186762294,0.8666921324014828
16.0,4.594972986357222,59.88507035504634,151.0497458415021,61.52798300341421,0.8666921324014828
16.0,4.594972986357222,59.88801939726188,150.58753488425634,61.527918552547696,0.8666921324014828
16.0,4.594972986357222,59.88948566920067,150.33586395152372,61.52789703576498,0.8666921324014828
16.0,4.594972986357222,59.89026618367069,150.18894683853568,61.52788923683255,0.8666921324014828
17.0,5.054470284992944,59.964307328963564,148.14772926079016,61.68766153442729,0.8442683102067016
17.0,5.054470284992944,59.97089715573195,147.2672014226487,61.68742895656948,0.8442683102067016
17.0,5.054470284992944,59.97389207628536,146.8391816343074,61.68736295372678,0.8442683102067016
17.0,5.054470284992944,59.975387444776324,146.60696283622332,61.68734071616957,0.8442683102067016
17.0,5.054470284992944,59.97618628288312,146.47123388826907,61.687332561535825,0.8442683102067016
18.0,5.559917313492239,60.05218765771789,144.57215166480583,61.854356751754466,0.8228501308740772
18.0,5.559917313492239,60.058854448364315,143.74929256720404,61.854118681660566,0.8228501308740772
18.0,5.559917313492239,60.06191462026257,143.35056744463913,61.85405034884109,0.8228501308740772
18.0,5.559917313492239,60.06345221801732,143.1350655802711,61.854027054746425,0.8228501308740772
18.0,5.559917313492239,60.06427815228633,143.00907441440705,61.85401840277109,0.8228501308740772
19.0,6.115909044841463,60.14237366957012,141.2371465557436,62.02879330203859,0.8023721277611806
19.0,6.115909044841463,60.14914415213417,140.46454657250868,62.02854786651465,0.8023721277611806
19.0,6.115909044841463,60.15228925463533,140.09076412587825,62.028476338303776,0.8023721277611806
19.0,6.115909044841463,60.15388267377325,139.88946422242174,62.028451584425575,0.8023721277611806
19.0,6.115909044841463,60.154745024773916,139.7718270176592,62.02844225007231,0.8023721277611806
20.0,6.72749994932561,60.235098466649966,138.11403938763561,62.21149439816105,0.7827700412328467
20.0,6.72749994932561,60.24199951540232,137.38531934996703,62.2112396282292,0.7827700412328467
20.0,6.72749994932561,60.24524952021944,137.03265382087926,62.21116395122863,0.7827700412328467
20.0,6.72749994932561,60.24691278630839,136.84327089587367,62.2111372637104,0.7827700412328467
20.0,6.72749994932561,60.247821378638164,136.7326853132442,62.21112701313429,0.7827700412328467
20.0,6.72749994932561,60.248341959434825,136.66434469600705,62.21112288593188,0.7827700412328467
21.0,7.400249944258172,60.33094014977739,135.1345408342209,62.40298902790779,0.7638781027508399
21.0,7.400249944258172,60.33788379096933,134.45927870448324,62.40273532125438,0.7638781027508399
21.0,7.400249944258172,60.341188722466875,134.13390362511316,62.402659350082885,0.7638781027508399
21.0,7.400249944258172,60.34289260890884,133.96057798718022,62.402632198007666,0.7638781027508399
21.0,7.400249944258172,60.34383021560428,133.85993775913303,62.40262159792379,0.7638781027508399
21.0,7.400249944258172,60.34437190935853,133.79776711516408,62.40261725908603,0.7638781027508399
22.0,8.140274938683989,60.42965220804543,132.36146461719355,62.603890206854,0.7458309047295293
22.0,8.140274938683989,60.4367658846341,131.72035986632005,62.60362486687422,0.7458309047295293
22.0,8.140274938683989,60.44020649681792,131.41021497041152,62.60354349372669,0.7458309047295293
22.0,8.140274938683989,60.44200257957072,131.24519390525865,62.603513681205676,0.7458309047295293
22.0,8.140274938683989,60.44300261762181,131.14950684482648,62.60350174349962,0.7458309047295293
22.0,8.140274938683989,60.443587517111936,131.0902941702981,62.60349673830337,0.7458309047295293
23.0,8.954302432552389,60.531856677408314,129.73767822161145,62.81477879498686,0.7284725816501456
23.0,8.954302432552389,60.53917103835958,129.12593423353792,62.814499134120155,0.7284725816501456
23.0,8.954302432552389,60.542770638476604,128.8279702154863,62.8144109748716,0.7284725816501456
23.0,8.954302432552389,60.54467587200034,128.66923230553653,62.814377745755436,0.7284725816501456
23.0,8.954302432552389,60.54575060597736,128.57720034121064,62.814364042847245,0.7284725816501456
23.0,8.954302432552389,60.54638778633168,128.52013640856973,62.814358132485886,0.7284725816501456
24.0,9.849732675807628,60.638005809687904,127.24415119591316,63.03626985029815,0.7117341500735839
24.0,9.849732675807628,60.64554586878419,126.65865119786031,63.03597369090797,0.7117341500735839
24.0,9.849732675807628,60.649324583718816,126.37089328477091,63.03587752127291,0.7117341500735839
24.0,9.849732675807628,60.65135422244903,126.21708482536062,63.03584015018786,0.7117341500735839
24.0,9.849732675807628,60.652515021549334,126.1278171531863,63.03582423652315,0.7117341500735839
24.0,9.849732675807628,60.6532131394657,126.07234122838753,63.035817152304055,0.7117341500735839
25.0,10.834705943388391,60.74860974001473,124.86707516432101,63.268993279627956,0.6955505692444709
25.0,10.834705943388391,60.756399271450995,124.30537271273383,63.26867839047218,0.6955505692444709
25.0,10.834705943388391,60.760376982907175,124.02627847860833,63.26857289282748,0.6955505692444709
25.0,10.834705943388391,60.7625465823837,123.87630170067911,63.26853056900512,0.6955505692444709
25.0,10.834705943388391,60.76380528429428,123.78904733048603,63.26851192456874,0.6955505692444709
25.0,10.834705943388391,60.764573497219956,123.73467141018563,63.26850333743475,0.6955505692444709
26.0,11.91817653772723,60.864256629693685,122.59509336519106,63.51358675603566,0.6798569025434114
26.0,11.91817653772723,60.87231815428886,122.05525790028435,63.513250806559554,0.6798569025434114
26.0,11.91817653772723,60.87651452979179,121.78363049453003,63.51313453538078,0.6798569025434114
26.0,11.91817653772723,60.87884003760638,121.63659816385749,63.51308633945743,0.6798569025434114
26.0,11.91817653772723,60.8802090630556,121.55072234247908,63.51306435300459,0.6798569025434114
26.0,11.91817653772723,60.8810571328558,121.49701847692558,63.513053859627234,0.6798569025434114
26.0,11.91817653772723,60.88160336090981,121.46158158322494,63.513048738896906,0.6798569025434114
27.0,13.109994191499954,60.98598105886069,120.39479747258432,63.770660491352125,0.6645187976132408
27.0,13.109994191499954,60.99422592903683,119.88249474851929,63.77031507839935,0.6645187976132408
27.0,13.109994191499954,60.99858573514024,119.62222461926976,63.77019318559007,0.6645187976132408
27.0,13.109994191499954,61.00103184878223,119.48076823132297,63.77014143603438,0.6645187976132408
27.0,13.109994191499954,61.00248805908943,119.39811680547132,63.770117098848644,0.6645187976132408
27.0,13.109994191499954,61.00340084466526,119.34643020890339,63.77010508461848,0.6645187976132408
27.0,13.109994191499954,61.00399664376579,119.31225057246198,63.77009901599109,0.6645187976132408
28.0,14.420993610649951,61.11391008193665,118.30396412728061,64.04089144775406,0.6496027769152458
28.0,14.420993610649951,61.122447252043514,117.81147489820731,64.04052318946646,0.6496027769152458
28.0,14.420993610649951,61.12704852698264,117.55758856072546,64.04038904084156,0.6496027769152458
28.0,14.420993610649951,61.129671632185186,117.41821154448681,64.04033028171766,0.6496027769152458
28.0,14.420993610649951,61.131255689904876,117.33627563000712,64.0403016884442,0.6496027769152458
28.0,14.420993610649951,61.132262746888784,117.28480982762447,64.04028705568604,0.6496027769152458
28.0,14.420993610649951,61.13292996178163,117.25060605860129,64.04027939073582,0.6496027769152458
29.0,15.863092971714948,61.249167538679174,97.75470465893113,64.32073323290486,0.6349887362061681
29.0,15.863092971714948,61.625144678737314,98.89455070465462,63.6320799273436,0.6349887362061681
29.0,15.863092971714948,61.62228519856846,99.24023475169385,63.625507261009986,0.6349887362061681
29.0,15.863092971714948,61.6235469756074,99.61865063353905,63.623480490346815,0.6349887362061681
29.0,15.863092971714948,61.623985331077094,99.98402570940746,63.62251738690397,0.6349887362061681
29.0,15.863092971714948,61.623927496395424,100.29097691166291,63.622025526788015,0.6349887362061681
29.0,15.863092971714948,61.6236830999994,100.53196974907232,63.62176776624867,0.6349887362061681
29.0,15.863092971714948,61.62339325995306,100.71500118379352,63.621630821474504,0.6349887362061681
29.0,15.863092971714948,61.62311473568483,100.85169632751914,63.62155730293073,0.6349887362061681
29.0,15.863092971714948,61.62286792337126,100.95291408476933,63.62151745133132,0.6349887362061681
29.0,15.863092971714948,61.6226579155266,101.02754219971887,63.62149564040015,0.6349887362061681
29.0,15.863092971714948,61.62248345998497,101.0824569940004,63.62148358624171,0.6349887362061681
29.0,15.863092971714948,61.62234083886582,101.1228362068712,63.62147685814176,0.6349887362061681
30.0,17.449402268886445,61.74800919909367,100.73150232684262,63.81508663799394,0.5020445247757542
30.0,17.449402268886445,61.751016937321154,100.5634733529614,63.814947192325405,0.5020445247757542
30.0,17.449402268886445,61.752779830579236,100.4777148934875,63.814882723008566,0.5020445247757542
30.0,17.449402268886445,61.75393676380444,100.42745755352333,63.81484889569992,0.5020445247757542
30.0,17.449402268886445,61.75474170918022,100.39440681682703,63.81483033752628,0.5020445247757542
30.0,17.449402268886445,61.755320695761235,100.370793746938,63.8148199817588,0.5020445247757542
30.0,17.449402268886445,61.755745211339075,100.3530495166448,63.81481415623075,0.5020445247757542
31.0,19.19434249577509,61.884582472723416,99.93756079859864,64.01421136338001,0.48580296907100984
31.0,19.19434249577509,61.88787062037128,99.7451138489188,64.0140283853807,0.48580296907100984
31.0,19.19434249577509,61.88987347949261,99.63886785777757,64.01393534947226,0.48580296907100984
31.0,19.19434249577509,61.89123735097865,99.57225112993785,64.01388299220517,0.48580296907100984
31.0,19.19434249577509,61.89221876403815,99.52634962024592,64.01385253808611,0.48580296907100984
31.0,19.19434249577509,61.892946523010025,99.49267137091734,64.01383461594226,0.48580296907100984
31.0,19.19434249577509,61.893495278203964,99.46702566624582,64.01382401582151,0.48580296907100984
31.0,19.19434249577509,61.893912900662095,99.44710256326994,64.01381772844138,0.48580296907100984
32.0,21.1137767453526,62.02567354422082,99.04660621832454,64.21915445981737,0.46998777317982704
32.0,21.1137767453526,62.028980725836675,98.85882991169086,64.21896656252758,0.46998777317982704
32.0,21.1137767453526,62.031011614740535,98.75398491757856,64.2188674424691,0.46998777317982704
32.0,21.1137767453526,62.03241497871729,98.68756590202506,64.21880947371105,0.46998777317982704
32.0,21.1137767453526,62.03344258579395,98.64137687129727,64.21877444865476,0.46998777317982704
32.0,21.1137767453526,62.03421885734673,98.60718421317384,64.21875305184541,0.46998777317982704
32.0,21.1137767453526,62.034815382960254,98.58090386777455,64.2187399234851,0.46998777317982704
32.0,21.1137767453526,62.03527808221913,98.56028391496879,64.21873185023463,0.46998777317982704
33.0,23.22515441988786,62.17024117721914,98.1734731318823,64.43025949216688,0.45478280465860327
33.0,23.22515441988786,62.1736195519731,97.99006581814353,64.4300620939126,0.45478280465860327
33.0,23.22515441988786,62.17570741364371,97.88662768710545,64.4299543199465,0.45478280465860327
33.0,23.22515441988786,62.17716871857456,97.82047457012023,64.42988901238071,0.45478280465860327
33.0,23.22515441988786,62.17825582873683,97.7740584161443,64.42984814749232,0.45478280465860327
