k,tau,f(u),f(v),"q(u,v)",||x-y||,currentMin
k,tau,f(u),f(v),"q(u,v)",||x-y||,currentMin
0.0,1.0,97.0,97.0,97.0,0.0,100000000000.0
0.0,1.0,87.6847919415338,87.6847919415338,87.6847919415338,0.0,97.0
0.0,1.0,81.66899040577536,81.66899040577536,81.66899040577536,0.0,87.6847919415338
0.0,1.0,78.6903565875837,78.6903565875837,78.6903565875837,0.0,81.66899040577536
0.0,1.0,74.99299051028409,75.98800254682729,74.99689676028409,0.0,78.6903565875837
0.0,1.0,72.87262968724441,75.20871982676412,72.88434843724441,0.0,75.98800254682729
0.0,1.0,71.8159267045983,77.72996278978769,71.8398524858483,0.0,75.20871982676412
0.0,1.0,70.76938921194862,76.51941315607522,70.78916460257362,0.0,75.20871982676412
0.0,1.0,70.42446778884161,79.30999074718531,70.45583985915411,0.0,75.20871982676412
0.0,1.0,69.36765464380814,79.86868591942475,69.40598472193314,0.0,75.20871982676412
0.0,1.0,68.92841219606946,78.85004443038355,68.97040438356946,0.0,75.20871982676412
0.0,1.0,68.41434758548775,79.47792061079097,68.46354192142525,0.0,75.20871982676412
0.0,1.0,68.00377923270757,80.23274830194094,68.05956536552007,0.0,75.20871982676412
0.0,1.0,67.5414293611162,84.3807220823272,67.6069811189287,0.0,75.20871982676412
0.0,1.0,67.12225054342646,84.82041437923134,67.19085405905146,0.0,75.20871982676412
0.0,1.0,66.89289707173916,86.6429157659988,66.97932285298916,0.0,75.20871982676412
0.0,1.0,66.62541622285207,86.6429157659988,66.70586055878957,0.0,75.20871982676412
0.0,1.0,66.35454194386544,88.87088141031666,66.43071381886544,0.0,75.20871982676412
0.0,1.0,66.18808704773332,88.38310378722687,66.26950794617082,0.0,75.20871982676412
0.0,1.0,66.0292553230195,89.6210073793911,66.113605908957,0.0,75.20871982676412
0.0,1.0,65.86022451619726,98.80087472322066,65.95922353963476,0.0,75.20871982676412
0.0,1.0,65.55758136311432,92.42345132443137,65.66085284748932,0.0,75.20871982676412
0.0,1.0,65.34270834412055,93.87159579574204,65.45403646912055,0.0,75.20871982676412
0.0,1.0,65.13663880795342,95.4861832060319,65.25822083920342,0.0,75.20871982676412
0.0,1.0,64.9623400923324,92.80567456535086,65.0857531782699,0.0,75.20871982676412
0.0,1.0,64.86572101168753,92.55883490093004,64.99340655856253,0.0,75.20871982676412
0.0,1.0,64.67110765915058,92.36339823647249,64.80758226852558,0.0,75.20871982676412
0.0,1.0,64.54974436454472,92.06525954852789,64.68682932548222,0.0,75.20871982676412
0.0,1.0,64.4608885311905,92.65423605892147,64.604565289003,0.0,75.20871982676412
0.0,1.0,64.30215182933235,92.70417789866158,64.44289889964485,0.0,75.20871982676412
0.0,1.0,64.18218819270261,93.51569470858695,64.33660713801511,0.0,75.20871982676412
0.0,1.0,64.08263569834219,109.81028833747911,64.23754292490469,0.0,75.20871982676412
0.0,1.0,63.95858289838427,111.63013741448347,64.12057020307178,0.0,75.20871982676412
0.0,1.0,63.877376272357054,113.00249307494894,64.03557939735705,0.0,75.20871982676412
0.0,1.0,63.686454942116605,115.4258675810363,63.856498887429105,0.0,75.20871982676412
0.0,1.0,63.536246895547755,115.53619579882377,63.715201973672755,0.0,75.20871982676412
0.0,1.0,63.46931948655313,117.10326626142474,63.65230288499063,0.0,75.20871982676412
0.0,1.0,63.34854124921318,117.03459774880508,63.53311156171318,0.0,75.20871982676412
0.0,1.0,63.302421540791556,118.05710058104158,63.488212556416556,0.0,75.20871982676412
0.0,1.0,63.27166638581687,120.43088294856452,63.46197400300437,0.0,75.20871982676412
0.0,1.0,63.213919479205316,118.85946680332628,63.407889205767816,0.0,75.20871982676412
0.0,1.0,63.14862865575839,120.44797752113283,63.34919017919589,0.0,75.20871982676412
0.0,1.0,63.08417510792579,108.85802078901897,63.28937530323829,0.0,75.20871982676412
0.0,1.0,63.028200844099814,109.07083223685012,63.229372719099814,0.0,75.20871982676412
0.0,1.0,62.98891864901893,108.52574812364514,63.18874775058143,0.0,75.20871982676412
0.0,1.0,62.906945311369725,109.63100088152257,63.111046873869725,0.0,75.20871982676412
0.0,1.0,62.84233360337837,110.22640926087607,63.04948692369087,0.0,75.20871982676412
0.0,1.0,62.7845557219302,109.61027248176343,63.0013525969302,0.0,75.20871982676412
0.0,1.0,62.69531784082797,116.45718484448386,62.91101608301547,0.0,75.20871982676412
