k,tau,f(u),f(v),"q(u,v)",||x-y||,currentMin
0.0,1.0,256.28099988233083,256.28099988233083,256.28099988233083,0.0,100000000000.0
0.0,1.0,255.4980285742526,255.4980285742526,255.4980285742526,0.0,256.28099988233083
0.0,1.0,248.5951657006161,248.5951657006161,248.5951657006161,0.0,255.4980285742526
0.0,1.0,246.09194331360794,246.53381395035228,246.10756831360794,0.0,248.5951657006161
0.0,1.0,243.58966653077795,247.1607035334849,243.61115090577795,0.0,246.53381395035228
0.0,1.0,242.5769780374738,247.05479030878814,242.6077397562238,0.0,246.53381395035228
0.0,1.0,241.95127406352543,245.50683976636617,241.97800746196293,0.0,246.53381395035228
0.0,1.0,241.60817893491404,247.69534201383055,241.63442405210154,0.0,245.50683976636617
0.0,1.0,241.07751463287232,247.22583122805463,241.10900877349732,0.0,245.50683976636617
0.0,1.0,240.80469914574678,245.00731579555156,240.83289738793428,0.0,245.50683976636617
0.0,1.0,240.71947871075363,243.09159253816577,240.74950800762863,0.0,245.00731579555156
0.0,1.0,240.5807851556384,243.01291613271883,240.6145986322009,0.0,243.09159253816577
0.0,1.0,240.43824462043804,243.1019051168468,240.47633055793804,0.0,243.01291613271883
0.0,1.0,240.34113765006694,243.16703693107087,240.38007807975444,0.0,243.01291613271883
0.0,1.0,240.25931783661065,243.31855250005123,240.31070943817315,0.0,243.01291613271883
0.0,1.0,240.18248116268427,243.59636821631418,240.22740303768427,0.0,243.01291613271883
0.0,1.0,240.10110586879006,242.29773017619735,240.15286368129006,0.0,243.01291613271883
0.0,1.0,240.0947846196815,242.2288102568628,240.1436127446815,0.0,242.29773017619735
0.0,1.0,240.0862176731309,242.23217745463768,240.1295526340684,0.0,242.2288102568628
0.0,1.0,239.99525556943757,242.04160493156752,240.04029951475007,0.0,242.2288102568628
0.0,1.0,239.93118112552102,241.94732694101504,239.97793405520852,0.0,242.04160493156752
0.0,1.0,239.86119492388963,241.8870071254856,239.90697129107713,0.0,241.94732694101504
0.0,1.0,239.77681705107122,241.81287513039604,239.82100650419622,0.0,241.8870071254856
0.0,1.0,239.70130116493078,241.73591374718623,239.74634511024328,0.0,241.81287513039604
0.0,1.0,239.67825246850805,241.719469549185,239.72146535913305,0.0,241.73591374718623
0.0,1.0,239.6663842084818,241.79016192014996,239.7103295209818,0.0,241.719469549185
0.0,1.0,239.6457314839198,241.69426891334612,239.6917519917323,0.0,241.719469549185
0.0,1.0,239.57083139717676,241.59440754949748,239.61721811592676,0.0,241.69426891334612
0.0,1.0,239.54787343902004,241.65212188044546,239.59474843902004,0.0,241.59440754949748
0.0,1.0,239.54838400769682,241.62584238886097,239.59440451550932,0.0,241.59440754949748
0.0,1.0,239.54820468564583,241.62576720016725,239.59422519345833,0.0,241.59440754949748
0.0,1.0,239.54820468564583,241.62576720016725,239.59422519345833,0.0,241.59440754949748
1.0,1.1,256.28099988233083,256.28099988233083,256.28099988233083,0.30338262248355624,241.59440754949748
1.0,1.1,255.4980285742526,255.4980285742526,255.4980285742526,0.30338262248355624,241.59440754949748
1.0,1.1,248.6290389421892,248.6290389421892,248.6290389421892,0.30338262248355624,241.59440754949748
1.0,1.1,246.06253466564831,246.06253466564831,246.06253466564831,0.30338262248355624,241.59440754949748
1.0,1.1,243.63368591468628,246.9673348872072,243.6573187271863,0.30338262248355624,241.59440754949748
1.0,1.1,242.65202058119363,245.53977765677672,242.68048737806862,0.30338262248355624,241.59440754949748
1.0,1.1,241.86295317234107,243.475446259844,241.88645170749732,0.30338262248355624,241.59440754949748
1.0,1.1,241.419864001578,245.28624381129313,241.445108142203,0.30338262248355624,241.59440754949748
1.0,1.1,241.23591102903598,245.84595281437188,241.26115516966098,0.30338262248355624,241.59440754949748
1.0,1.1,240.98044765820003,243.89954526157652,241.0103915058563,0.30338262248355624,241.59440754949748
1.0,1.1,240.8911462752084,244.76662129806397,240.92001590411465,0.30338262248355624,241.59440754949748
1.0,1.1,240.79563245166034,242.8794047720016,240.8231593071291,0.30338262248355624,241.59440754949748
1.0,1.1,240.6045541557972,242.75471352672864,240.63302095267218,0.30338262248355624,241.59440754949748
1.0,1.1,240.5312099498414,242.8862994301577,240.56424217640392,0.30338262248355624,241.59440754949748
1.0,1.1,240.38583166794643,242.49085729082222,240.42154944138395,0.30338262248355624,241.59440754949748
1.0,1.1,240.262267267601,242.24850020970104,240.311144220726,0.30338262248355624,241.59440754949748
1.0,1.1,240.19429788586336,242.18987560667242,240.24075784680088,0.30338262248355624,241.59440754949748
1.0,1.1,240.15311700953467,242.15669768641277,240.1972942556284,0.30338262248355624,241.59440754949748
1.0,1.1,240.0797046247776,242.24516611712343,240.13596683180884,0.30338262248355624,241.59440754949748
1.0,1.1,240.02919928105578,242.1755700422352,240.0866699841808,0.30338262248355624,241.59440754949748
