k,tau,f(u),f(v),"q(u,v)",||x-y||
0.0,1.0,65.6204957765091,104.78931863580584,65.66331606972724,0.0
0.0,1.0,65.6179778590975,105.1872449438161,65.6615583207011,0.0
0.0,1.0,65.61796414017786,105.19538255938915,65.66155803597276,0.0
1.0,1.1,65.61807749431699,105.13348701518814,65.6659119791548,0.2952757890342423
2.0,1.2100000000000002,65.6182151520826,105.06488284026861,65.67068873004003,0.2949098008106861
3.0,1.3310000000000004,65.61838066740415,104.98978534892643,65.67592801680026,0.2945049858771254
4.0,1.4641000000000006,65.61857952742898,104.9076329857069,65.68167303254945,0.2940618144334406
5.0,1.6105100000000008,65.61881828662464,104.81781088512236,65.6879706847251,0.2935769505374262
5.0,1.6105100000000008,65.61882180267591,104.81622823014416,65.68797068104665,0.2935769505374262
6.0,1.771561000000001,65.61910482992997,104.71962448073361,65.69487185109489,0.2930392910379713
6.0,1.771561000000001,65.61910935542363,104.71776554585159,65.69487184600001,0.2930392910379713
7.0,1.9487171000000014,65.61944826009974,104.61242901075809,65.7024316417195,0.29245837586333256
7.0,1.9487171000000014,65.61945418223186,104.61021125015881,65.70243163440163,0.29245837586333256
8.0,2.1435888100000016,65.61985960071021,104.49544594510138,65.71070966144121,0.29182375918015196
8.0,2.1435888100000016,65.61986733825762,104.49280356030542,65.71070965094952,0.29182375918015196
9.0,2.357947691000002,65.62035180824691,104.36787686378173,65.71977027280003,0.291130930359834
9.0,2.357947691000002,65.62036190025307,104.36473305899653,65.71977025778735,0.291130930359834
10.0,2.5937424601000023,65.62094016645108,104.22887672744383,65.72968285288667,0.2903750942371106
10.0,2.5937424601000023,65.62095330465874,104.225142159305,65.72968283145092,0.2903750942371106
11.0,2.853116706110003,65.62164266100763,104.07755480093994,65.74052204004138,0.28955116790498775
11.0,2.853116706110003,65.62165973008877,104.07312591839104,65.74052200950537,0.28955116790498775
12.0,3.1384283767210035,65.6224804017265,103.9129764802733,65.75236796444429,0.2886537850573699
12.0,3.1384283767210035,65.62250252890144,103.90773375699186,65.75236792105416,0.2886537850573699
13.0,3.4522712143931042,65.62347809453422,103.7341661651966,65.76530645590208,0.2876773056530525
13.0,3.4522712143931042,65.62350671029765,103.72797225212565,65.76530639441486,0.2876773056530525
14.0,3.797498335832415,65.62466456443192,103.54011134311529,65.77942922125798,0.28661583189583806
14.0,3.797498335832415,65.6247014762393,103.53280918126205,65.7794291343826,0.28661583189583806
15.0,4.177248169415656,65.62607332902513,103.32976805380389,65.79483398302503,0.28546323158935744
15.0,4.177248169415656,65.62612080985753,103.32117900220047,65.79483386066897,0.28546323158935744
16.0,4.594972986357222,65.62774322016628,103.10206790226044,65.81162457011014,0.2842131699590133
16.0,4.594972986357222,65.62780411385796,103.09198995262045,65.81162439837424,0.2842131699590133
17.0,5.054470284992944,65.62971904863707,102.85592677700788,65.82991095094216,0.28285915102742265
17.0,5.054470284992944,65.6297968936615,102.84413294463539,65.82991071078771,0.28285915102742265
18.0,5.559917313492239,65.63205230358454,102.59025541134963,65.84980919899795,0.28139456956976205
18.0,5.559917313492239,65.6321514766152,102.57649241039584,65.84980886449868,0.28139456956976205
19.0,6.115909044841463,65.63480187464978,102.3039718935583,65.87144138075229,0.27981277454585096
19.0,6.115909044841463,65.63492775457283,102.28795922252579,65.87144091682457,0.27981277454585096
20.0,6.72749994932561,65.63803478043855,101.99601618696943,65.89493535653055,0.2781071446900161
20.0,6.72749994932561,65.63819393255304,101.9774457657362,65.8949347160175,0.2781071446900161
21.0,7.400249944258172,65.6418268823445,101.66536666110866,65.92042448572823,0.27627117662151884
